account	userType	voiBalance	viaBalance
IXEW3VZ3BZH7WETW2SUCM6IJO42S4JNAFMJTXNCJUUSBAPQOBGVMT76QPI	snapshot	1176647446162	1713858323065
T5MNVAAN26QZUHME7CXW3MG4QK5DV6CZBDUAXIHUKSCGP5775PSNDHFJYY	snapshot	2878697390303	0
4IIYAT5UPFR6NCN64XXSDMCFOCJQEZNXUCIT5ZOQ5HPDWVIULXMTSZDZEE	snapshot	2650104825199	164897096263
HJNYZYPXZWQFFB4ODJE64BJPVTP3G2TNEWE7H5FHXFD5YJWYQKIJFJ5HNE	snapshot	2799256869958	0
F76ZRA5363BHN6R4WF4GZI47UWBP27U5G775BS7FVNWA7PZCG7V5XM55PA	snapshot	2709880788956	67086681250
HXQEYFESYI5V25O2WZWJGXELTGTW35KGVOW5H33WEYGZRWCF6OSOI5EDLM	snapshot	2765178776447	2000000000
B4SXDEBKAA37GPG3XT65DOISFLKF2KCNLFJPDESEHIOORX7HDPUF7RLDOE	snapshot	2763072534579	1000000000
AXP5KBMZJD6KRAVESZFZJRWNG2B62MRUHWNK7IEIKMTZYZY3UUAJX5UFXI	snapshot	2756178555736	0
2Y7HKHUQSNXB4CIDZ7K7TR5ABCSL36BMSXJPT4PAF6WFSHWLASRISC556Y	snapshot	1017358939809	1732870360268
STABLEBIDVRZ4NOB76MBUPRY5QDJEQBHNQW7TUQ3DHR4ZZ27AWZU3U6DVQ	snapshot	2746624345849	0
X5X5DSLBCTL42YSNDYQH3PCIIUYOEQSXRYBOH7L6NK32WWCLUYQEP53B7E	snapshot	2745483913616	1000000000
DQVAPFLH3ZOG3LJPFCDATKKTO5YXM77ENZBAEO5LPL7AO6QASBEEKDVS4I	snapshot	142777184	2746156713671
FUINCLE4RQFLIZMPFTEGSDAC6LPO4OVS2QNLGSOIGET7IYD7SCSZUYPUHI	snapshot	2735758020063	1000000000
YEI2LF6D6MAJOJ3QHRFEWG4Q2IZVI7AIPPW44P2YPOFEIUOGGALZCTGEIY	snapshot	2735147599511	0
JCTHE7EGML57GBSFY4GCVFNMLCE55FZ7NEG747KPBCRSJGVCZ6BWJJ5P6I	snapshot	2734687377262	0
4OK7BL3UWFYOAKOIEBS6P2KL3AVNXRHGZHXXSLLFFH33SWTEIKKL2HWHFU	snapshot	322191051735	2401666212668
5XQMZO5XKLQDKVI42XK7EGIWILRVGOB3OBEF26WFAVX6Y4FQWL2KUMXD4Q	snapshot	2721102253269	1000000000
QMVOVBS3XVVTYAWJRBKV6PJE3ARU2JAQKVBFQHKMAMJEJP5J5JVJN5C4JY	snapshot	2708933270251	0
4MD2KSGCSMXMUF6PKDZTYYQJ2M6GI2IMHSELVOGDAKJNXA4DCUBLL77OUU	snapshot	2686427366531	0
PINWUFIGWV7IK2YGC2KP4TOVQA2UMWM5GSTIKG5MHJUSPJ5DCHBNSPXJKE	snapshot	2233799872902	452365522492
ZVFJODKUHQCSFVGRJIF3CSU2AAU2AM56SQPIY24ODHP3ZQFVGPUPDCAFGQ	snapshot	2580312127114	55021325510
ZU267GRO4ROKJS6K2RYHYEFKUVJJZ64MWIWSUGOLDF7N6C52OECFDAKN2Y	snapshot	2617715090516	3369110784
NZ4M43MHTTWV4HBG6YZDAFRXO7TEEUA5NF4GYBKI64QHWV2F6XH3Y54WP4	snapshot	2595741941967	0
OOEDQF6YL44JOIFBDXWVNREBXQ4IL53JMTA32R66S7GLKEP5WC4CL4SFLE	snapshot	2553522258290	0
ZJH2W6EUELASJOUFBVFTROFGP3COVDPZTMBZHWRMTGEJYEHQVGAHMGWMUY	snapshot	2249725401310	302613188274
FJFKBBY6X5RKZMKGS4R4CTW6SMDRTELNEIRC5NILWMN5BAPUNIGCY3LYWY	snapshot	2508430261480	23927571848
POPOO6QSUX2UTF4XCRY7WHHLSQTRDRTYIE7YW2DQ2KPGLQRAA7ZTCGLET4	snapshot	2531311115952	0
7RB7URC3TAEVOPUFIGXNTOV2525ULVCGSZ35DHTGMMBZI7XAIIUWVI5LOY	snapshot	2149605773995	376599485438
VPVFQVS3BCEAK5DJMKPSQW6F44YQG5RU6TP4YBREQ5HWFR2RPUGXR5Q6OE	snapshot	38426676065	2487702740589
CH7U2IH245QDJOXXUHBFT3F4HQRLOTTRCDIR7XY3PCPYRUAQMFDTXEVI6E	snapshot	2518255992613	0
UYN332CM6YTIPCT3PRHT52CYILSZLLNI2XJ6XIJYNDQE22PNPPXKSK4POE	snapshot	2503119682953	0
HPTJN7GF7W66KSR5DTB6CDZNHNZWEEQSX6YFNIXM7FF4CYMME6IOMPW32A	snapshot	2497977786428	0
ZHP62GN33O7LM4LUA5WRPM6CAZIO2R445UYITEU4OFMB6GMM7ABP54N6VA	snapshot	40962191409	2450986306064
7QQUNQJ6UZUQTLZFVDEB7NQGHVS73E5S2AMUKQNPIENHC7MHMNKNFVGSE4	snapshot	2490801639375	0
GBVTLLYJC73DDU3XMBWMSZM6UIXWJYUFHAMUT2VNEIKJGJTKGN6FOQCJWU	snapshot	2461607210331	0
UFKUN4LKYDKH4GSKTNUYSWK2ZQ7VH6K7WSSKAXESQZMCR6S5A3BHYCKZQM	snapshot	2407665085888	0
JAAEBTA3R4CP5VGNGMLLQ57DLCQ2M5LKNGA3NI5FIHFQQWPV4E55NAK37E	snapshot	1667270370702	722845926075
OGAQWRU6U2AXCBNI3EAFAKS2UGFZXU23NFTL3CLWD526W4CF7B5ZA5RTAA	snapshot	266924538836	2121736914184
S4HNVCPZJLTZ5AQWLH3ZTLXMPPSKRCVA5WSYFAYXOSOBFFG7HJYROWL364	snapshot	2347128375197	14564000000
QGQ2RNBRVNOTDDFJI76XADZHLWQDRPOZ5X4XP3O2HSVTRVTOQ2M4W5OHPM	snapshot	2347972706285	0
KSJCRGIZREU7Z63THWCI43W7PTF3XGOHPDPVKXIJPUYX56HCLSAZPSEOKE	snapshot	2347340116270	0
GZKAYA3XLEIT7BH3EQS2O36MKF6SXAUXNBPRVJRS3EODHXINEOOGL6LB7A	snapshot	53076480390	2291099628569
D4VYJWR6NVNYYDU45Z3X7BNNTV66D2LVRQ5ZPCDMGVKUAAJA3TN4IQOQ4U	snapshot	2340644616110	2355521041
NX4HD3BCC2BSZZKH5VFUFE6GMTHSG7G3K7XP5ZER5TV65MN5HM3OERYUEU	snapshot	2335093988635	1018852806
F7STFGJYLGWWG5HCIDBU75YKJWWN5PHZIZ6QSKISN4G5RHQV3KPBE77LPY	snapshot	2321003602488	0
L5V2I7WAZ2EXNUTY2E7Y72OBTAXWB6YOQQ5JSYSMJ45OKLARJIKITO5NR4	snapshot	2247063858439	19374359907
7UTAHV4YNYGEPPOGW6HESRRLDVGZKOCYLFJZMUO6DLVP7BZKO2UMKPICKQ	snapshot	1002895262215	1246570377215
HIAQW5UM36UFYYDDKJWZCXDAZ3O7KQOQJ6PB55X46MABVQBKJA73NBY4FM	snapshot	2247378825713	1000000000
6TWRENWD7GH52SP3VIARTJV4WNYISVD46WZDP23NGRXEWCZ5P7HY37LHPQ	snapshot	107343553898	2130771978920
FZDOXISTULFJLRVGXULILL4A5X2OMV2YGZZMC6DEXLELFNEZIGC4WJ6XZY	snapshot	1791436282819	441206474602
HIKZJUQVGAWIWFBKNH2YQ2TE7QU6TBHGCELAU46OPHMTSKQQMWVMKEDE6A	snapshot	2208028813892	0
2OX2UN54GZLNNSCQ6JF2HZBZX675JKDOXWY4GCT2ACP7PSTU6JIISXXFSU	snapshot	2201223601451	0
KREOFZLBZNCFTBNY4NQQMYZHPZLCCHR66FKZ3DQPXY6BIXXL4YIS232YAU	snapshot	1805008	2175473645343
HSTDHSKAAJHTEHFBS2RVBFF4LNHAOE7LYHXURDXMZZ4ZD2D44YCSM3EGJQ	snapshot	222996741	2148999999999
KXOAPC36Y4PGDWRDKQJM2QCWXD7NUGERBCOLCGMEESYLDEY6LLE4FBS264	snapshot	2145015804724	0
VOIBTFTHE2BJEPCWGBCXZJ2F3TGW4KKPUCWHMOK2PI7LEBV4EBSIB2OWX4	snapshot	2141147347589	0
C6YYUZ5GKITPYG5GDFYLHBLBEIFRCNCK42I36TVNNSJAS2YD2RL6FCJ3XQ	snapshot	2123560759576	0
UCLIHGXKSALDYMWLAEKLKJXTXF6QYDRI2AWL7NJYTZD54YV27BFSWNRFMA	snapshot	2117704988930	1000000000
K7UISBCIZEMQAYXWPOYVL6FDF46XRA6GYGW7E2RIROYTAT5XZ3HBUGQCSU	snapshot	2096238872519	0
LVDOKMWOSEIXVCOONSVMO7X6XWGZH37SJGHW466DIKSWMT3UVXO7NDPCPQ	snapshot	2068055975639	24372787165
I7NF5EWAUHZGFGVR4BNWST6DKWXRFWMJENGC3THJOXNTA6CB7SXAZENWTY	snapshot	2084336901584	0
TOCE6RGN5JBVTY56L6ADTA2HA6ZFTFHF35MFNXHWXW5NZRBPHVJ7B3VRDI	snapshot	2078441092841	0
Q7F4TY7YT7U7YH3C4T45TYAR3OLYHHXYHS3AYNGIK54AKR4BDYSLND4GFU	snapshot	2064581744007	7696123416
3ZJJ56GQ7WKIGFTCMZQ6RSQMI5CO3UQMDDUUT6C7HAXKX3W4NPVAER3FIY	snapshot	2062929644775	0
Q6AK4J46UDJYCUDNFUTTB73IIWKGDCBUEXKO2UQUI257BIOBUTS3J2BM5I	snapshot	2059623309298	0
TSSZUO5D7FRP5MLZGZC4STTJGUBMNU2WLP36F64FUCQZXXF45BFKK54XOY	snapshot	2054915357362	0
NGQSFYI6GNY3QH3WAJFGJF75UVO373E7Y6JPMYRQBEAQU7M5QMND62353I	snapshot	2029953676163	7144110785
JDC7ABGPYVRQ4ZFXGRFAONGFXGVVYI3DN2FLOM3W26EVVVO7LPC3QCCONM	snapshot	2035165046492	0
VKJD42KZR6DXSNT3IOKYFIVKPP7EPW7UUS2YBPVTDQPZTZJIEGOTE3FAWI	snapshot	1367300	2028601704809
JGD3QFCEV7WST5APMESFOF6HBHE2QXTCBOU457P2AODKD7MIXT3VOISXWI	snapshot	3405382590	2013379980000
CJGG3RLQUMTUBUKIPD7MYZIFT5JOI4ZAXDTCX5DM4DAZ4JN6MLGFR4GQTA	snapshot	1993176836300	0
6PHC3CRGRLPLSMI7PXWSG6GH4OIVPZPUGQRCTXS5XA7ZFPSWWFMZCNP7HA	snapshot	1987905936447	446808511
N64C7FDIU46NOOFYEU4MYXTTNXWL4RKGIWWN6Z43HOF4LQZHWB6RRXDJHU	snapshot	97599613000	1870740741612
BSJGVSI6WLAZNB7HGQ4AV7AJ464NX6ADVELKFSLWWF6QD5E6VJTQOKGXGI	snapshot	1956605338892	5032444118
HOQPE5J6NYVC452ROKG2RB4MOTVH4KXCCDNLAB6O3LEQZGYBLEITWJ5GEI	snapshot	1952308389643	0
XKAQNIL372Q5D6KBV3VNA4D6O4ZOPHAVZSM34D3TIAJEOMVKSM5X65CSEU	snapshot	1950641679369	0
ZKW6PTTHQMDNGNXCH3GQ464XP6NW7OTW4SR2VREFETBGI7TASIG24HSF3I	snapshot	1946825426034	0
CQ3I6XHY6BJIKGIIW5TQ4QTOL2ZRFWYBPA4OMEN7JJUCF55ANJYEYQAY2U	snapshot	1941114486795	0
XGZNOT34UQY2M6OY443ETTSXHJ4ZKXMO4U5745ESVOPC7Y3PDJL3SYFUYA	snapshot	1936430938212	0
N437VVQA43H52CK5ZRTRXBJQROCUCFNWPSGSICMI4HRFLKRNJRUBRSMEKQ	snapshot	58504636800	1876490163569
MSBBB3E6NG3F4A34NULS3XL47NYC55XXRNIFOXIF5NFIEUCDEISEIPAASQ	snapshot	1932357264134	0
H6HCKZAXA4AISIC5QWNGKKAWURK2LAMK77WNRSKSX64FGM5KQZIHOCTNSA	snapshot	51241856274	1868820850908
VIMNIDJB47IBR5Y7MCEU5S2OLDTQQJC7FILOU46JHBZCJECQYAFG6JS5YI	snapshot	1801167511789	112705624500
CREPE2LPXG7ATFOBJC4RADFEDOQI4N6BWA5YPFE5JKWMHG7PVYNEQETHGU	snapshot	299972814061	1607717453469
MC75APUKC4IXFP3B62PJAYGOYFTK7RBM5DD7SABLKTBMPTJLLKWWOFLLXM	snapshot	1906674480039	0
OV5BLRS7GNUE6SEIOKVPXCBYDCHKDDVKSRNUZIDUSL5U6BIQJIIH7BF2GA	snapshot	1900477949906	0
BVWZNHUTAXJL754GL3RTCSDMOO6LYV4JMUO3M7MGBJ6VPAMBY7DRYOGLSQ	snapshot	559756333004	1332035149037
WEYEUJ4KJTQWV6C2IIGZRBZI3OWNYO657Z4LF2BW6SRVKN6FDZZHSPFOWM	snapshot	1570279551764	314705624500
CGWHL4WVWTVLKJNUPGSGN2VLLG5774ELJI6EHH4AC2LMKU3USEYPSFWLAI	snapshot	951956937253	928703275858
DKSUEYTIWUL27WLAV5Y4WFDPSWMYB3MRBQAWIOVFQCG3LOKJL6YHOFIO3U	snapshot	1862644245158	0
SS5CMWWAJOXEFNN5O6X675VSHK56ZHFDBOWGRRG3E4RI7V3IHICEYNMONE	snapshot	819174758060	1005709692001
FC4MBLUFVOETHBKTDUDIND6AGZ2MAYIGRSWLOVQ44UMEFCG56TXSSRBYRY	snapshot	1824459484580	0
RE3OKDIXCNED3J7WJUVGSDUIJQLRXNC4YDUNZMMOBDCBRJMTZWJN2DWHPQ	snapshot	1813354155811	1000000000
QODLGYNCHWGLSATBWLA754BENDAFKLDZFZLMD5KFOV3557FMFCY4KYNSYQ	snapshot	246292757324	1553489316715
6PICJA7JBIWDAJYLWIMZTYBS62CJHGO6W4KJ2XC3W7RF5UHEJAUZUJSHWE	snapshot	1789779045054	0
DHRHWRHFGTZPC7E3O7OIBI5TWUWV6ZGSMEBIEKKQQBACHBZYV5VJDLSTN4	snapshot	1776593877379	0
6T4DBKTOVW57RNTH32N3AS6NOCOBZI232FRE4GHYWTKLER57BTDUM6FREI	snapshot	1774067670588	2425000000
FZPGANXMQIHVSWYN6ZXS63QO5A5X4LEYCB4O52IP37HR6LY5RJY6FRC3LA	snapshot	1627942698034	140423299384
VXKW5Z7NMJTYOSGNJAICCSGRZPVPWW5DSJWGXKH7YFGOXEPS6BAC57O6IQ	snapshot	1759287490870	0
LJAD4A7NQ5VNK3SU4LOTUBSWWCK4CZKGP5DF35SZWT65SEGY3FSQVRZPOY	snapshot	1755817916098	0
PET3NZQFX7BCOF5PENO5O3IKL65OTI6TAQH5AWB6OR43QFKALJOGHNH7MQ	snapshot	574532232986	1171083816821
DBWU2IEHYZPFZ4JZN3CAO4D43MV2RSBOEIER6T4UXHMZTLH3T22GZTSKZU	snapshot	1743539824682	0
5OW2RJPJKZIIOKZCOS4O4V34HFNKTH53T44JDMGPJ24XQQ2USR4OJERW4U	snapshot	1716534006586	20146426574
PKJ6ZJBF4IZHVOAPFMJSXUAN2AU43NADPD5GM57RBFS2UYXQZ44E7EEN6E	snapshot	1729049263706	4952449298
EOMRKBSH2SY5WVXF2UCBXS5LVUH3ZIJTSYMMJMZA2C2LBFEVORHVWJD3KQ	snapshot	1727823638585	0
UCKFFVYZATDDMO7VICG3VA7AL2NO43TLKRVVJ3ZGK3XAJVHA2LETE35ODA	snapshot	197506447024	1527096972892
THURSTY64LQB6NJOXMM3DNLBM6TMAFT26TH7J3VO5AR2DOEIR5CFF7OPNA	snapshot	1583412342022	134214405731
THURS2CF2SIXT5UHJDV7OC6TE4OXZWT6W6KCBIKEUHJ26IT3HBKWVJSGUI	snapshot	194485524561	1515795371538
PECUMUFJC2PTAEFH5P6JE3IECOOGYCP6GR4EQSW2XPSUCIS3EIKIYTSMXU	snapshot	1702698739296	1000000000
HD4OXLRTBFF5NAWEYDG6HVTHTCFWE3NILIESJC3XHLDQYHWJN5KCO4BMQE	snapshot	1695269260337	0
EEPCI5R5WCC7EX7THSIHYENKVOXZG4QDBMHNZ6EK5423K3XYNGELXD3IGE	snapshot	2115869960	1687960299373
N4QNRSEJ6BVLY7RRES2AFLYH3OCJQRZDZYKXEZWZWSVZHAOHY7MI7P6KPE	snapshot	1686585665698	0
3RWW7BCSMPMOIFQXVQMOYOTOO7OKKZ2SXHNKRPKJ657PJ5NS666KBVPNPM	snapshot	1672960943796	0
LPHT4A2DTKDDA6FIRTI22HZZCJKM7WA4KWL4CLLOB62G7PAPMYLRUUUMHU	snapshot	1660907040647	0
RIM6BZBYKDR5A4BAGRO2VIKNYXFR7XV3ESUNKS4F4EOUVCDJP7JYGUGQ2A	snapshot	1657304461539	0
BSCKOQ4EPV46VT6JZYQTORTRCSD57DCMAX5JJCSOTPVYJORD5RLGGLQZSA	snapshot	1641358235081	6750000000
PXDO3GVZY4VEOQCJDT2L667VRAIYGFFEMOZVO2V6OQOKYMJ4WIALVPMDHE	snapshot	1642263442005	2396823555
OVQ3Y52NSKUFLHHLY4LQ5SHNEM3ZSAFNXMWNUZJX2IBNZAF7P5GXHGEOJM	snapshot	1620127028608	1000000000
OEFMORUPNZUVRELNRYM3NWYLTHVRYMYBTJJLDD2UN4KLU4S5IFAWJ3S5XY	snapshot	1613632764778	0
IMRNZCAIIHOQ6EYVBF7VLEFIFEBUQENFGHUYSLPXY5E34WEDQJFFLN2NQQ	snapshot	100000000	1610000000000
J2AGZPQ2XUOB3EZVEUU5OVOGVA6QWLAPBIQFBBFJWTCCC3AAIPDW5Z6PRY	snapshot	1599165705100	0
7YP3IOTG47W6JV5EBF2TBSDKI5NTKA3BCGLHXEHHYBRSVX6IQAF2G3R4RE	snapshot	1599109104882	0
HEYXMPYMYFJLWU3MSFFWDZE7T4DUMR26LL6ZFJFWCQHQWQ3K33UBJPS5SE	snapshot	1597730330527	0
KW5D3VPY4KLTYWHTDSV2SO2WZRTE37Q6XQ7IX3UJAWE3YP3EWTRBMZSP7E	snapshot	1282215747	1592772179949
TPDUON4QX7RV737HWC2QBW2VUBNBZRFJMYMLTNG5D5P36R66O5PF2Y3BNM	snapshot	17652977911	1570780536194
JCV6YHAGDNFHSHWFXNVVYZYDV3AB5MBLRQ7QCO7Y2HYWHANSEKSXA7YBOA	snapshot	1567868724362	6000000000
UHSRZTWHXK3TJXYOAV6Z354PDW63OON7ZWW74ILWPQHZEK6VLUKI5ZPJNA	snapshot	162545637	1560162856409
MAKKE7FC2R3BM4EMU5P7NMDZWKS4EBWJETNDAV3OBETWDH5RXSG5XM6ABA	snapshot	1542162854819	0
TG4XRUVGGQZOS6JYNRFN5EWBL2ZKWKZHIOIC2OKURX3FPFYKFCYJ7X44M4	snapshot	1017206781808	524819478726
HEYHNP6M2PSW6BJXCYEFBUK3EAJZSQBEFRGKSZZX5KVFABFOJD5KQT4YFA	snapshot	1452082613057	76700882056
JAXTSTR5ZSGULUUA6UPLGJ7TXMPYDXGWPXZH4WE4TSGO3NDEBCKJ3R7HPI	snapshot	1505936578895	9106136574
XNJRT6S4OJAROTS5GQOHG54DTI3U5F6O2TXLWHYR6OF7QAQIRUAXUN4IFI	snapshot	1510828839787	0
5OD67F3QHNVGMR4DRZLFOQTK37UCRR4GOW4WX345S4HDNNGDVZYTF25Q5I	snapshot	1499855525789	7602550300
QKHXEAXOC3WO72JJS4N4KWVVBNOXNXVUTRQQSURSKJ2KRWMELXSVJ3VXEI	snapshot	1492002398915	6000000000
62QNIIHX6DV4A4F5Q6ADVXGJ74HR52L2EGODKP4BSKHLKDEFUJBMDPE7SA	snapshot	1062104803583	434628532010
CJHPE4333YKLLY5KZF2HR5G4YYYI6RO7JPJSTTEE3KZNNXMQM5V75B5P6U	snapshot	1496518612291	0
QAJJWRYIKZNPWEYMU3L4CSOSY22T7BAY72XM2GWHIRF4BHHGS5YG4SNNAA	snapshot	1490745910880	5000000000
K6YBGGLKWEFVFIGHYW27IHPFHGNWGBKQXP7KADCCHYSDUWC5E2FWCSIQ54	snapshot	37258965659	1451942327934
VIHXEFHIWKDIVQYUJDTQ6O6WRUN6AWHAUWQHFTV3FUEA7YVCWNP6GL36N4	snapshot	1452427771200	12154649123
4NDEJKMLZEY276DZSHT2WD67L5QQE2ZHX2UQAZ2N5N2HMLHDCNOPQAUM2Y	snapshot	999716046177	454121394446
SA6ZPOLIBDX6QVAL4YHHMINFWTGNKGBA5O7CSWFBUV6DQRN6E36EQIGPDQ	snapshot	8999000	1450000000000
FMZOL7NMTIAIEQBNRMWQD5FSK7A6MDVCIPMXLFJ6DN3TC3NXF4ZPAYSI4I	snapshot	463202322445	983785263473
N22RTFS26HEGTMZCLRGBKSXWWBQ5KINVEKGNBMVT5ED7NDJXQGKVAMDCZ4	snapshot	1416766353440	0
FYTATNF323OIPS3DZX4OION4M2YDPH2A77QDRNRLOJFN4HNKDGGWN7AD2E	snapshot	1383261769949	22880705562
EVWYE75KM6C7BP3KJLOKRR3PK4Y5CIPLLO3KTPDL2QLDLNVTEBUJXL6U6A	snapshot	1347473445872	54047624592
E5GUVQTBWA22XJWCIIPMET4VZPNHOZUB2E3VTRYZOKOG3FIWBCUPL6IFYM	snapshot	1297024119227	103913764128
UPHSXCIIPEAQTZV5KSVG4AEHX3WWJEPGSBWTI2RDNJ3JBUCF5PIGOEXZDU	snapshot	1382450110551	0
MBBDIPQQI5HJRFRHZ6AXPVVEPNDQZQXAFCYIZTRVWISERYRMPZ4NSPX5R4	snapshot	1366098130392	1000000000
COUEE7RVMIVQUVFQ4WSBGUWNIQELQWAENP625RBVXS6S4AWFRT5EHMVEZM	snapshot	1365282197544	0
XAFITVEYRC475CMIFAMGA76SO3MLYTKYEFB5HD5MPQUYJRE35CQMF43HWU	snapshot	1136659398057	218177254271
QTMMQZ4TP2HRNX7QJW5HFMNGGIXFTENK7JCDM7GUOTJCDHSC5CTZ7YTMPY	snapshot	1351568061623	0
ZGWHSEHORXD2UMOEMHB43IZ5L3O6MBQY4RQ5XC5H5DBEVMI3HTCNHB6QBM	snapshot	1345609873548	2124772939
G2OYAUKAEINBZ4YHUDYDDARZY3PXE7TBHN37ACIXHUPVIYWRHALO2I326E	snapshot	1252265953686	88963733940
P6JG3VPCUYBFUG5G37SR6WRWNJ2TWVEVTNW3H434WCSY4WYV6UXUINJ6U4	snapshot	423366465452	914394266759
LNAFIFNIKKMZLMGVJ3QQJJ5MBK5ALIURNLGZQQLTJ42QPVWG6M22455UNU	snapshot	1308375456284	0
ACP4CXBXEVEYH6LKZRFWF2HG3FEESIWJWTYBSTQELR7K46G3IHYFAPFX3E	snapshot	5802167	1300000000000
RPAPIUCL47DCJWH7GP5V3CV7PYHQLDRWSPWJSBFRWTPHDJEH4W34W5DPCM	snapshot	1295434926796	0
4P6ZAQ3EWT2W3UZMIESPDUYJAFFAMYOQ3K2PVTSAF6VF224MQ7C2F45GM4	snapshot	1283711641001	0
THRC44EKQ73L34IYTYPRFPGC3REXKWD2JXHJLWADLLAK34XQAPTWDUES2A	snapshot	639180207593	640091489872
THKCRZWDWNRR6EAD6OLRMCJ2EDJJTA2N4LIR2J6K4ZNYICB5LM7VOGK54I	snapshot	1274690796878	0
MRBEANELODCUSKAAADO6DEPWPRZRLSKDEORXSFDPFPNUSQURYHTNLXC4L4	snapshot	1236903049853	33543340625
DONYNZSF2B6JMTPHLDK3ETVUQ4JIZNS45SJAGNMQWMEHPH5VSAQVSWK2SQ	snapshot	1267607962618	0
2DMFXPPEGTMGIWFOVTBM2RLMR6DEGZU36QWQZ42CEK4FUGSIVV54DMZQRQ	snapshot	1260063932617	0
CCZEKZ32WP2WU3CF3PIPXD5OJAJLXOJNLR22VXHV3EEXUVW22GXILLHIZI	snapshot	911268673670	346412593250
2DFT2YWDJXQKTP4AFHNKOATBJ6VI2KKVKNCKV4W62AHXFDO4DZWBWINCQE	snapshot	1254194161710	0
HEMLKSDBDPER2J22FXXR7LTUEAMZ5S7ZCL3OQ5TYA2Y3F5JLUOI3WUC3L4	snapshot	546178747052	706655977909
EYKYEKP7CIEOWSGGD7VZRB26ZAQ2WJ4W7RNUY7SPFMPCDB4FLE3H4HIJQY	snapshot	982056221179	256840051808
F5UMKWRTQX7N7H6LAVSNOEOMJ2RG6DU4AURX2R7BICN6HVJUANAX7H4ZJM	snapshot	12206222031	1222911562756
6GAFHVBW2G4RX4TPZ2F5GA6UHYMRGSUZC6WLY7BXS5KB7JINVEQNGHFB2A	snapshot	1227967085121	0
3FYX2XABFADN752JHFOAPIBEI46PTDU6ZTMFEMNOYFCXRZ6ZA7M3GAWDNU	snapshot	1226645985267	0
H6N66KXKZTS42X43K2QZX52HMKC7A4MJIE5STLAROYVZT2JXPSDB2IDCDA	snapshot	8805400	1218978875001
LTSTZLROQM7RFACDZ5VMUJWHYPB5HT52O3WGZBOK5DNPO7EA5PF4RMYRY4	snapshot	1202807781546	13473333333
3JSDGQ7N4XGE2L5XZZYTZH3XUXXJNA64AHVIOP7SC3MCIFH3AGC6VP5JVU	snapshot	1143091166860	61641301824
NJ7REXMPDMROFOJM5BGI2GY5BQ5WFCY2TPC65BAP3JVJXJVYWVLX5ZCQGI	snapshot	1202608839740	0
SXAMXMRSSZXITSJL7PX3ILB3LQCHJGNT4S56XLHMBLYBH6TZ52OBAMD3R4	snapshot	1194883163544	0
ZKXCVCQ7EFOZC5QPVGXUBSUIK6P4XUT6KYDIBIKVDEGO6JHQXIJO2AMXFU	snapshot	1154629638131	27222392712
KKV5EDLPX5KOXS36EMEG5UHODPWCCFSOTMLYI5CAI5FMT2AEL3Q2S4FBOE	snapshot	1172963290441	3041898668
OUGIJ4EEKCI5ZVHTJ5IXO6DDB7PLENENHUKDKPWDNYTMUZYUJOYB57JORI	snapshot	1168672955702	1000000000
XU6NXRVJMJMHVWCC77AOKK43ITG6YSMZB4Q74VUNYFQ27ZNJJHIYI5R7XE	snapshot	1160305168655	0
AGKB3ISLYO2UEULNOAY727XLHJ4DUPD4ROF6WCUSMZQ5436HF3VYDJ3FEM	snapshot	1155908221866	0
Y6GQYJYIQQZLEYVVENZHBWAOEVLNWAX6NKYYP5WGAXYIKQ2RPD4KKO4N4I	snapshot	1143567664571	11632382445
DYKW6EWBHT5NRREOXI6DBAVP4DWYHV62LYWP7E7GFABQKKHGA3EAIORO5E	snapshot	1152945922331	1000000000
UQXYGA6ULSAGYR5JJ7BMXYDU7RNGAEHXM2QSHDQGNNPIZ7MJZ3HLKVJ4KU	snapshot	1153553905398	0
K6LHZJ37SPRTU57CLRCU5IGKSMHHIKR2N3T3U2EEPLDOL3KDTNL5YR4PQI	snapshot	1152923600698	0
D2YJHGUUGZAHJF6QRIB7QD23FAOUCORADDJAT2V7TJ3O4IRJMDLFDHBAM4	snapshot	371230176174	769731336939
4H4LHNPEJ4O7TJ74XNXWNQH2U6QPNNSJ6DCL4ULN6N2NHT6P6MMXGLZ5SY	snapshot	1065549524234	72136929555
U7NDSIXZHZU4JQ2S22DVGLK7K24KTENUS7LR5XT3KHJC2FRKCVGYCLGSPQ	snapshot	1136623569638	1000000000
VKOJPM2GKDZ5PAS6C62P26FHCCG25AYTZNKQ5IKK37MN3L3443VPZSRUME	snapshot	1135671014099	0
CWJ4DQB6MFBM6KTNCBB77YYBUOTGBX2PQ4Q6ETI3JQXZ6TJITPYSSLTLP4	snapshot	57572425	1116708179245
6Q74W36WN35KYKWJ3TLYZKG7AVKTUQQPKF3URGFFQY4NMUWVHCDL53GRFY	snapshot	1110288163863	0
OQ72P2FYDEJEFIEI6JMFUUE3ZHM5FGJGVUHCEVNJMOMXZ5TRNXHFMCXPEY	snapshot	1108362230035	0
MDLTJBP55BZZYERYHYFG7OU42XTOC6I5242R7MFDAXUEAURAXYL5KDGAYQ	snapshot	1103650016458	0
4SSL4WDETS3IW7BZDPUVV7ODLMKMIEWP4UHX4E6FC77GYZW4M2D7WH46AQ	snapshot	847264527303	254620657755
TP33CGHWFSRX5FPVRUF2M2QXUMZE25KBUTYY3FQD34RDQF2B5Z6B4YKJXU	snapshot	1094667342794	500000000
